연도,월,지역,차량유형,기준보조금,월별평균,조정보조금
2022,6,부산,화물,1516.666667,1,1516.666667
2022,7,부산,화물,1516.666667,1,1516.666667
2022,8,부산,화물,1516.666667,1,1516.666667
2022,9,부산,화물,1516.666667,1,1516.666667
2022,10,부산,화물,1516.666667,1,1516.666667
2022,11,부산,화물,1516.666667,1,1516.666667
2022,12,부산,화물,1516.666667,1,1516.666667
2022,1,서울,승용,900,0.419354839,377.4193548
2022,2,서울,승용,900,1,900
2022,3,서울,승용,900,1,900
2022,4,서울,승용,900,1,900
2022,5,서울,승용,900,1,900
2022,6,서울,승용,900,1,900
2022,7,서울,승용,900,1,900
2022,8,서울,승용,900,1,900
2022,9,서울,승용,900,1,900
2022,10,서울,승용,900,1,900
2022,11,서울,승용,900,1,900
2022,12,서울,승용,900,1,900
2022,1,서울,화물,1676,0.419354839,702.8387097
2022,2,서울,화물,1676,1,1676
2022,3,서울,화물,1676,1,1676
2022,4,서울,화물,1676,1,1676
2022,5,서울,화물,1676,1,1676
2022,6,서울,화물,1676,1,1676
2022,7,서울,화물,1676,1,1676
2022,8,서울,화물,1676,1,1676
2022,9,서울,화물,1676,1,1676
2022,10,서울,화물,1676,1,1676
2022,11,서울,화물,1676,1,1676
2022,12,서울,화물,1676,1,1676
2022,1,세종,승용,900,0.419354839,377.4193548
2022,2,세종,승용,900,1,900
2022,3,세종,승용,900,1,900
2022,4,세종,승용,900,1,900
2022,5,세종,승용,900,1,900
2022,6,세종,승용,900,1,900
2022,7,세종,승용,900,1,900
2022,8,세종,승용,900,1,900
2022,9,세종,승용,900,1,900
2022,10,세종,승용,900,1,900
2022,11,세종,승용,900,1,900
2022,12,세종,승용,900,1,900
2022,1,세종,화물,1480,0.419354839,620.6451613
2022,2,세종,화물,1480,1,1480
2022,3,세종,화물,1480,1,1480
2022,4,세종,화물,1480,1,1480
2022,5,세종,화물,1480,1,1480
2022,6,세종,화물,1480,1,1480
2022,7,세종,화물,1480,1,1480
2022,8,세종,화물,1480,1,1480
2022,9,세종,화물,1480,1,1480
2022,10,세종,화물,1480,1,1480
2022,11,세종,화물,1480,1,1480
2022,12,세종,화물,1480,1,1480
2022,1,울산,승용,1050,0.419354839,440.3225806
2022,2,울산,승용,1050,1,1050
2022,3,울산,승용,1050,1,1050
2022,4,울산,승용,1050,1,1050
2022,5,울산,승용,1050,1,1050
2022,6,울산,승용,1050,1,1050
2022,7,울산,승용,1050,1,1050
2022,8,울산,승용,1050,1,1050
2022,9,울산,승용,1050,1,1050
2022,10,울산,승용,1050,1,1050
2022,11,울산,승용,1050,1,1050
2022,12,울산,승용,1050,1,1050
2022,1,울산,화물,1446.666667,0.419354839,606.6666667
2022,2,울산,화물,1446.666667,1,1446.666667
2022,3,울산,화물,1446.666667,1,1446.666667
2022,4,울산,화물,1446.666667,1,1446.666667
2022,5,울산,화물,1446.666667,1,1446.666667
2022,6,울산,화물,1446.666667,1,1446.666667
2022,7,울산,화물,1446.666667,1,1446.666667
2022,8,울산,화물,1446.666667,1,1446.666667
2022,9,울산,화물,1446.666667,1,1446.666667
2022,10,울산,화물,1446.666667,1,1446.666667
2022,11,울산,화물,1446.666667,1,1446.666667
2022,12,울산,화물,1446.666667,1,1446.666667
2022,1,인천,승용,1060,0.419354839,444.516129
2022,2,인천,승용,1060,1,1060
2022,3,인천,승용,1060,1,1060
2022,4,인천,승용,1060,1,1060
2022,5,인천,승용,1060,1,1060
2022,6,인천,승용,1060,1,1060
2022,7,인천,승용,1060,1,1060
2022,8,인천,승용,1060,1,1060
2022,9,인천,승용,1060,1,1060
2022,10,인천,승용,1060,1,1060
2022,11,인천,승용,1060,1,1060
2022,12,인천,승용,1060,1,1060
2022,1,인천,화물,1637.666667,0.419354839,686.7634409
2022,2,인천,화물,1637.666667,1,1637.666667
2022,3,인천,화물,1637.666667,1,1637.666667
2022,4,인천,화물,1637.666667,1,1637.666667
2022,5,인천,화물,1637.666667,1,1637.666667
2022,6,인천,화물,1637.666667,1,1637.666667
2022,7,인천,화물,1637.666667,1,1637.666667
2022,8,인천,화물,1637.666667,1,1637.666667
2022,9,인천,화물,1637.666667,1,1637.666667
2022,10,인천,화물,1637.666667,1,1637.666667
2022,11,인천,화물,1637.666667,1,1637.666667
2022,12,인천,화물,1637.666667,1,1637.666667
2022,1,전남,승용,1498.636364,0.419354839,628.4604106
2022,2,전남,승용,1498.636364,1,1498.636364
2022,3,전남,승용,1498.636364,1,1498.636364
2022,4,전남,승용,1498.636364,1,1498.636364
2022,5,전남,승용,1498.636364,1,1498.636364
2022,6,전남,승용,1498.636364,1,1498.636364
2022,7,전남,승용,1498.636364,1,1498.636364
2022,8,전남,승용,1498.636364,1,1498.636364
2022,9,전남,승용,1498.636364,1,1498.636364
2022,10,전남,승용,1498.636364,1,1498.636364
2022,11,전남,승용,1498.636364,1,1498.636364
2022,12,전남,승용,1498.636364,1,1498.636364
2022,1,전남,화물,1785.159091,0.419354839,748.6151026
2022,2,전남,화물,1785.159091,1,1785.159091
2022,3,전남,화물,1785.159091,1,1785.159091
2022,4,전남,화물,1785.159091,1,1785.159091
2022,5,전남,화물,1785.159091,1,1785.159091
2022,6,전남,화물,1785.159091,1,1785.159091
2022,7,전남,화물,1785.159091,1,1785.159091
2022,8,전남,화물,1785.159091,1,1785.159091
2022,9,전남,화물,1785.159091,1,1785.159091
2022,10,전남,화물,1785.159091,1,1785.159091
2022,11,전남,화물,1785.159091,1,1785.159091
2022,12,전남,화물,1785.159091,1,1785.159091
2022,1,전북,승용,1500,0.419354839,629.0322581
2022,2,전북,승용,1500,1,1500
2022,3,전북,승용,1500,1,1500
2022,4,전북,승용,1500,1,1500
2022,5,전북,승용,1500,1,1500
2022,6,전북,승용,1500,1,1500
2022,7,전북,승용,1500,1,1500
2022,8,전북,승용,1500,1,1500
2022,9,전북,승용,1500,1,1500
2022,10,전북,승용,1500,1,1500
2022,11,전북,승용,1500,1,1500
2022,12,전북,승용,1500,1,1500
2022,1,전북,화물,1796.928571,0.419354839,753.5506912
2022,2,전북,화물,1796.928571,1,1796.928571
2022,3,전북,화물,1796.928571,1,1796.928571
2022,4,전북,화물,1796.928571,1,1796.928571
2022,5,전북,화물,1796.928571,1,1796.928571
2022,6,전북,화물,1796.928571,1,1796.928571
2022,7,전북,화물,1796.928571,1,1796.928571
2022,8,전북,화물,1796.928571,1,1796.928571
2022,9,전북,화물,1796.928571,1,1796.928571
2022,10,전북,화물,1796.928571,1,1796.928571
2022,11,전북,화물,1796.928571,1,1796.928571
2022,12,전북,화물,1796.928571,1,1796.928571
2022,1,제주,승용,1100,0.419354839,461.2903226
2022,2,제주,승용,1100,1,1100
2022,3,제주,승용,1100,1,1100
2022,4,제주,승용,1100,1,1100
2022,5,제주,승용,1100,1,1100
2022,6,제주,승용,1100,1,1100
2022,7,제주,승용,1100,1,1100
2022,8,제주,승용,1100,1,1100
2022,9,제주,승용,1100,1,1100
2022,10,제주,승용,1100,1,1100
2022,11,제주,승용,1100,1,1100
2022,12,제주,승용,1100,1,1100
2022,1,제주,화물,1613.333333,0.419354839,676.5591398
2022,2,제주,화물,1613.333333,1,1613.333333
2022,3,제주,화물,1613.333333,1,1613.333333
2022,4,제주,화물,1613.333333,1,1613.333333
2022,5,제주,화물,1613.333333,1,1613.333333
2022,6,제주,화물,1613.333333,1,1613.333333
2022,7,제주,화물,1613.333333,1,1613.333333
2022,8,제주,화물,1613.333333,1,1613.333333
2022,9,제주,화물,1613.333333,1,1613.333333
2022,10,제주,화물,1613.333333,1,1613.333333
2022,11,제주,화물,1613.333333,1,1613.333333
2022,12,제주,화물,1613.333333,1,1613.333333
2022,1,충남,승용,1413.333333,0.419354839,592.688172
2022,2,충남,승용,1413.333333,1,1413.333333
2022,3,충남,승용,1413.333333,1,1413.333333
2022,4,충남,승용,1413.333333,1,1413.333333
2022,5,충남,승용,1413.333333,1,1413.333333
2022,6,충남,승용,1413.333333,1,1413.333333
2022,7,충남,승용,1413.333333,1,1413.333333
2022,8,충남,승용,1413.333333,1,1413.333333
2022,9,충남,승용,1413.333333,1,1413.333333
2022,10,충남,승용,1413.333333,1,1413.333333
2022,11,충남,승용,1413.333333,1,1413.333333
2022,12,충남,승용,1413.333333,1,1413.333333
2022,1,충남,화물,1857.066667,0.419354839,778.7698925
2022,2,충남,화물,1857.066667,1,1857.066667
2022,3,충남,화물,1857.066667,1,1857.066667
2022,4,충남,화물,1857.066667,1,1857.066667
2022,5,충남,화물,1857.066667,1,1857.066667
2022,6,충남,화물,1857.066667,1,1857.066667
2022,7,충남,화물,1857.066667,1,1857.066667
2022,8,충남,화물,1857.066667,1,1857.066667
2022,9,충남,화물,1857.066667,1,1857.066667
2022,10,충남,화물,1857.066667,1,1857.066667
2022,11,충남,화물,1857.066667,1,1857.066667
2022,12,충남,화물,1857.066667,1,1857.066667
2022,1,충북,승용,1400,0.419354839,587.0967742
2022,2,충북,승용,1400,1,1400
2022,3,충북,승용,1400,1,1400
2022,4,충북,승용,1400,1,1400
2022,5,충북,승용,1400,1,1400
2022,6,충북,승용,1400,1,1400
2022,7,충북,승용,1400,1,1400
2022,8,충북,승용,1400,1,1400
2022,9,충북,승용,1400,1,1400
2022,10,충북,승용,1400,1,1400
2022,11,충북,승용,1400,1,1400
2022,12,충북,승용,1400,1,1400
2022,1,충북,화물,1680,0.419354839,704.516129
2022,2,충북,화물,1680,1,1680
2022,3,충북,화물,1680,1,1680
2022,4,충북,화물,1680,1,1680
2022,5,충북,화물,1680,1,1680
2022,6,충북,화물,1680,1,1680
2022,7,충북,화물,1680,1,1680
2022,8,충북,화물,1680,1,1680
2022,9,충북,화물,1680,1,1680
2022,10,충북,화물,1680,1,1680
2022,11,충북,화물,1680,1,1680
2022,12,충북,화물,1680,1,1680
2023,1,강원,승용,1040,0,0
2023,2,강원,승용,1040,0.928571429,965.7142857
2023,3,강원,승용,1040,1,1040
2023,4,강원,승용,1040,1,1040
2023,5,강원,승용,1040,1,1040
2023,6,강원,승용,1040,1,1040
2023,7,강원,승용,1040,1,1040
2023,8,강원,승용,1040,1,1040
2023,9,강원,승용,1040,1,1040
2023,10,강원,승용,1040,1,1040
2023,11,강원,승용,1040,1,1040
2023,12,강원,승용,1040,1,1040
2023,1,강원,화물,1671.388889,0,0
2023,2,강원,화물,1671.388889,0.928571429,1552.003968
2023,3,강원,화물,1671.388889,1,1671.388889
2023,4,강원,화물,1671.388889,1,1671.388889
2023,5,강원,화물,1671.388889,1,1671.388889
2023,6,강원,화물,1671.388889,1,1671.388889
2023,7,강원,화물,1671.388889,1,1671.388889
2023,8,강원,화물,1671.388889,1,1671.388889
2023,9,강원,화물,1671.388889,1,1671.388889
2023,10,강원,화물,1671.388889,1,1671.388889
2023,11,강원,화물,1671.388889,1,1671.388889
2023,12,강원,화물,1671.388889,1,1671.388889
2023,1,경기,승용,1047.741935,0,0
2023,2,경기,승용,1047.741935,0.928571429,972.9032258
2023,3,경기,승용,1047.741935,1,1047.741935
2023,4,경기,승용,1047.741935,1,1047.741935
2023,5,경기,승용,1047.741935,1,1047.741935
2023,6,경기,승용,1047.741935,1,1047.741935
2023,7,경기,승용,1047.741935,1,1047.741935
2023,8,경기,승용,1047.741935,1,1047.741935
2023,9,경기,승용,1047.741935,1,1047.741935
2023,10,경기,승용,1047.741935,1,1047.741935
2023,11,경기,승용,1047.741935,1,1047.741935
2023,12,경기,승용,1047.741935,1,1047.741935
2023,1,경기,화물,1487.83871,0,0
2023,2,경기,화물,1487.83871,0.928571429,1381.564516
2023,3,경기,화물,1487.83871,1,1487.83871
2023,4,경기,화물,1487.83871,1,1487.83871
2023,5,경기,화물,1487.83871,1,1487.83871
2023,6,경기,화물,1487.83871,1,1487.83871
2023,7,경기,화물,1487.83871,1,1487.83871
2023,8,경기,화물,1487.83871,1,1487.83871
2023,9,경기,화물,1487.83871,1,1487.83871
2023,10,경기,화물,1487.83871,1,1487.83871
2023,11,경기,화물,1487.83871,1,1487.83871
2023,12,경기,화물,1487.83871,1,1487.83871
2023,1,경남,승용,1325.277778,0,0
2023,2,경남,승용,1325.277778,0.928571429,1230.615079
2023,3,경남,승용,1325.277778,1,1325.277778
2023,4,경남,승용,1325.277778,1,1325.277778
2023,5,경남,승용,1325.277778,1,1325.277778
2023,6,경남,승용,1325.277778,1,1325.277778
2023,7,경남,승용,1325.277778,1,1325.277778
2023,8,경남,승용,1325.277778,1,1325.277778
2023,9,경남,승용,1325.277778,1,1325.277778
2023,10,경남,승용,1325.277778,1,1325.277778
2023,11,경남,승용,1325.277778,1,1325.277778
2023,12,경남,승용,1325.277778,1,1325.277778
2023,1,경남,화물,1527.277778,0,0
2023,2,경남,화물,1527.277778,0.928571429,1418.186508
2023,3,경남,화물,1527.277778,1,1527.277778
2023,4,경남,화물,1527.277778,1,1527.277778
2023,5,경남,화물,1527.277778,1,1527.277778
2023,6,경남,화물,1527.277778,1,1527.277778
2023,7,경남,화물,1527.277778,1,1527.277778
2023,8,경남,화물,1527.277778,1,1527.277778
2023,9,경남,화물,1527.277778,1,1527.277778
2023,10,경남,화물,1527.277778,1,1527.277778
2023,11,경남,화물,1527.277778,1,1527.277778
2023,12,경남,화물,1527.277778,1,1527.277778
2023,1,경북,승용,1301.73913,0,0
2023,2,경북,승용,1301.73913,0.928571429,1208.757764
2023,3,경북,승용,1301.73913,1,1301.73913
2023,4,경북,승용,1301.73913,1,1301.73913
2023,5,경북,승용,1301.73913,1,1301.73913
2023,6,경북,승용,1301.73913,1,1301.73913
2023,7,경북,승용,1301.73913,1,1301.73913
2023,8,경북,승용,1301.73913,1,1301.73913
2023,9,경북,승용,1301.73913,1,1301.73913
2023,10,경북,승용,1301.73913,1,1301.73913
2023,11,경북,승용,1301.73913,1,1301.73913
2023,12,경북,승용,1301.73913,1,1301.73913
2023,1,경북,화물,1467.666667,0,0
2023,2,경북,화물,1467.666667,0.928571429,1362.833333
2023,3,경북,화물,1467.666667,1,1467.666667
2023,4,경북,화물,1467.666667,1,1467.666667
2023,5,경북,화물,1467.666667,1,1467.666667
2023,6,경북,화물,1467.666667,1,1467.666667
2023,7,경북,화물,1467.666667,1,1467.666667
2023,8,경북,화물,1467.666667,1,1467.666667
2023,9,경북,화물,1467.666667,1,1467.666667
2023,10,경북,화물,1467.666667,1,1467.666667
2023,11,경북,화물,1467.666667,1,1467.666667
2023,12,경북,화물,1467.666667,1,1467.666667
2023,1,광주,승용,1070,0,0
2023,2,광주,승용,1070,0.928571429,993.5714286
2023,3,광주,승용,1070,1,1070
2023,4,광주,승용,1070,1,1070
2023,5,광주,승용,1070,1,1070
2023,6,광주,승용,1070,1,1070
2023,7,광주,승용,1070,1,1070
2023,8,광주,승용,1070,1,1070
2023,9,광주,승용,1070,1,1070
2023,10,광주,승용,1070,1,1070
2023,11,광주,승용,1070,1,1070
2023,12,광주,승용,1070,1,1070
2023,1,광주,화물,1281,0,0
2023,2,광주,화물,1281,0.928571429,1189.5
2023,3,광주,화물,1281,1,1281
2023,4,광주,화물,1281,1,1281
2023,5,광주,화물,1281,1,1281
2023,6,광주,화물,1281,1,1281
2023,7,광주,화물,1281,1,1281
2023,8,광주,화물,1281,1,1281
2023,9,광주,화물,1281,1,1281
2023,10,광주,화물,1281,1,1281
2023,11,광주,화물,1281,1,1281
2023,12,광주,화물,1281,1,1281
2023,1,대구,승용,1030,0,0
2023,2,대구,승용,1030,0.928571429,956.4285714
2023,3,대구,승용,1030,1,1030
2023,4,대구,승용,1030,1,1030
2023,5,대구,승용,1030,1,1030
2023,6,대구,승용,1030,1,1030
2023,7,대구,승용,1030,1,1030
2023,8,대구,승용,1030,1,1030
2023,9,대구,승용,1030,1,1030
2023,10,대구,승용,1030,1,1030
2023,11,대구,승용,1030,1,1030
2023,12,대구,승용,1030,1,1030
2023,1,대구,화물,1332,0,0
2023,2,대구,화물,1332,0.928571429,1236.857143
2023,3,대구,화물,1332,1,1332
2023,4,대구,화물,1332,1,1332
2023,5,대구,화물,1332,1,1332
2023,6,대구,화물,1332,1,1332
2023,7,대구,화물,1332,1,1332
2023,8,대구,화물,1332,1,1332
2023,9,대구,화물,1332,1,1332
2023,10,대구,화물,1332,1,1332
2023,11,대구,화물,1332,1,1332
2023,12,대구,화물,1332,1,1332
2023,1,대전,승용,1030,0,0
2023,2,대전,승용,1030,0.928571429,956.4285714
2023,3,대전,승용,1030,1,1030
2023,4,대전,승용,1030,1,1030
2023,5,대전,승용,1030,1,1030
2023,6,대전,승용,1030,1,1030
2023,7,대전,승용,1030,1,1030
2023,8,대전,승용,1030,1,1030
2023,9,대전,승용,1030,1,1030
2023,10,대전,승용,1030,1,1030
2023,11,대전,승용,1030,1,1030
2023,12,대전,승용,1030,1,1030
2023,1,대전,화물,1333.333333,0,0
2023,2,대전,화물,1333.333333,0.928571429,1238.095238
2023,3,대전,화물,1333.333333,1,1333.333333
2023,4,대전,화물,1333.333333,1,1333.333333
2023,5,대전,화물,1333.333333,1,1333.333333
2023,6,대전,화물,1333.333333,1,1333.333333
2023,7,대전,화물,1333.333333,1,1333.333333
2023,8,대전,화물,1333.333333,1,1333.333333
2023,9,대전,화물,1333.333333,1,1333.333333
2023,10,대전,화물,1333.333333,1,1333.333333
2023,11,대전,화물,1333.333333,1,1333.333333
2023,12,대전,화물,1333.333333,1,1333.333333
2023,1,부산,승용,980,0,0
2023,2,부산,승용,980,0.928571429,910
2023,3,부산,승용,980,1,980
2023,4,부산,승용,980,1,980
2023,5,부산,승용,980,1,980
2023,6,부산,승용,980,1,980
2023,7,부산,승용,980,1,980
2023,8,부산,승용,980,1,980
2023,9,부산,승용,980,1,980
2023,10,부산,승용,980,1,980
2023,11,부산,승용,980,1,980
2023,12,부산,승용,980,1,980
2023,1,부산,화물,1270,0,0
2023,2,부산,화물,1270,0.928571429,1179.285714
2023,3,부산,화물,1270,1,1270
2023,4,부산,화물,1270,1,1270
2023,5,부산,화물,1270,1,1270
2023,6,부산,화물,1270,1,1270
2023,7,부산,화물,1270,1,1270
2023,8,부산,화물,1270,1,1270
2023,9,부산,화물,1270,1,1270
2023,10,부산,화물,1270,1,1270
2023,11,부산,화물,1270,1,1270
2023,12,부산,화물,1270,1,1270
2023,1,서울,승용,860,0,0
2023,2,서울,승용,860,0.928571429,798.5714286
2023,3,서울,승용,860,1,860
2023,4,서울,승용,860,1,860
2023,5,서울,승용,860,1,860
2023,6,서울,승용,860,1,860
2023,7,서울,승용,860,1,860
2023,8,서울,승용,860,1,860
2023,9,서울,승용,860,1,860
2023,10,서울,승용,860,1,860
2023,11,서울,승용,860,1,860
2023,12,서울,승용,860,1,860
2023,1,서울,화물,1343.666667,0,0
2023,2,서울,화물,1343.666667,0.928571429,1247.690476
2023,3,서울,화물,1343.666667,1,1343.666667
2023,4,서울,화물,1343.666667,1,1343.666667
2023,5,서울,화물,1343.666667,1,1343.666667
2023,6,서울,화물,1343.666667,1,1343.666667
2023,7,서울,화물,1343.666667,1,1343.666667
2023,8,서울,화물,1343.666667,1,1343.666667
2023,9,서울,화물,1343.666667,1,1343.666667
2023,10,서울,화물,1343.666667,1,1343.666667
2023,11,서울,화물,1343.666667,1,1343.666667
2023,12,서울,화물,1343.666667,1,1343.666667
2023,1,세종,승용,1080,0,0
2023,2,세종,승용,1080,0.928571429,1002.857143
2023,3,세종,승용,1080,1,1080
2023,4,세종,승용,1080,1,1080
2023,5,세종,승용,1080,1,1080
2023,6,세종,승용,1080,1,1080
2023,7,세종,승용,1080,1,1080
2023,8,세종,승용,1080,1,1080
2023,9,세종,승용,1080,1,1080
2023,10,세종,승용,1080,1,1080
2023,11,세종,승용,1080,1,1080
2023,12,세종,승용,1080,1,1080
2023,1,세종,화물,1270,0,0
2023,2,세종,화물,1270,0.928571429,1179.285714
2023,3,세종,화물,1270,1,1270
2023,4,세종,화물,1270,1,1270
2023,5,세종,화물,1270,1,1270
2023,6,세종,화물,1270,1,1270
2023,7,세종,화물,1270,1,1270
2023,8,세종,화물,1270,1,1270
2023,9,세종,화물,1270,1,1270
2023,10,세종,화물,1270,1,1270
2023,11,세종,화물,1270,1,1270
2023,12,세종,화물,1270,1,1270
2023,1,울산,승용,1020,0,0
2023,2,울산,승용,1020,0.928571429,947.1428571
2023,3,울산,승용,1020,1,1020
2023,4,울산,승용,1020,1,1020
2023,5,울산,승용,1020,1,1020
2023,6,울산,승용,1020,1,1020
2023,7,울산,승용,1020,1,1020
2023,8,울산,승용,1020,1,1020
2023,9,울산,승용,1020,1,1020
2023,10,울산,승용,1020,1,1020
2023,11,울산,승용,1020,1,1020
2023,12,울산,승용,1020,1,1020
2023,1,울산,화물,1261,0,0
2023,2,울산,화물,1261,0.928571429,1170.928571
2023,3,울산,화물,1261,1,1261
2023,4,울산,화물,1261,1,1261
2023,5,울산,화물,1261,1,1261
2023,6,울산,화물,1261,1,1261
2023,7,울산,화물,1261,1,1261
2023,8,울산,화물,1261,1,1261
2023,9,울산,화물,1261,1,1261
2023,10,울산,화물,1261,1,1261
2023,11,울산,화물,1261,1,1261
2023,12,울산,화물,1261,1,1261
2023,1,인천,승용,1030,0,0
2023,2,인천,승용,1030,0.928571429,956.4285714
2023,3,인천,승용,1030,1,1030
2023,4,인천,승용,1030,1,1030
2023,5,인천,승용,1030,1,1030
2023,6,인천,승용,1030,1,1030
2023,7,인천,승용,1030,1,1030
2023,8,인천,승용,1030,1,1030
2023,9,인천,승용,1030,1,1030
2023,10,인천,승용,1030,1,1030
2023,11,인천,승용,1030,1,1030
2023,12,인천,승용,1030,1,1030
2023,1,인천,화물,1455,0,0
2023,2,인천,화물,1455,0.928571429,1351.071429
2023,3,인천,화물,1455,1,1455
2023,4,인천,화물,1455,1,1455
2023,5,인천,화물,1455,1,1455
2023,6,인천,화물,1455,1,1455
2023,7,인천,화물,1455,1,1455
2023,8,인천,화물,1455,1,1455
2023,9,인천,화물,1455,1,1455
2023,10,인천,화물,1455,1,1455
2023,11,인천,화물,1455,1,1455
2023,12,인천,화물,1455,1,1455
2023,1,전남,승용,1455,0,0
2023,2,전남,승용,1455,0.928571429,1351.071429
2023,3,전남,승용,1455,1,1455
2023,4,전남,승용,1455,1,1455
2023,5,전남,승용,1455,1,1455
2023,6,전남,승용,1455,1,1455
2023,7,전남,승용,1455,1,1455
2023,8,전남,승용,1455,1,1455
2023,9,전남,승용,1455,1,1455
2023,10,전남,승용,1455,1,1455
2023,11,전남,승용,1455,1,1455
2023,12,전남,승용,1455,1,1455
