번호,업체명,차종,차명,형식,사용연료,인증구분,"배출가스
인증번호","배출가스
인증일","1회충전주행거리(km)
상온 도심","1회충전주행거리(km)
상온 고속","1회충전주행거리(km)
상온 복합","1회충전주행거리(km)
저온 도심","1회충전주행거리(km)
저온 고속","1회충전주행거리(km)
저온 복합"
1,현대자동차(주),승용(소형),코나 일렉트릭(항속형) 19인치,SX2-EV-G7A-EX2-19,전기(EV),변경인증,PMY-HD-21-11,2023-12-21,402,334,371,297,319,307
2,현대자동차(주),승용(소형),코나 일렉트릭(항속형) 17인치,SX2-EV-G7A-EX2-17,전기(EV),변경인증,PMY-HD-21-11,2023-12-21,458,372,419,336,345,340
3,현대자동차(주),승용(소형),코나 일렉트릭(N-Line) 19인치,SX2-EV-G7A-EX2-NL-19,전기(EV),변경인증,PMY-HD-21-11,2023-12-21,404,338,374,338,347,342
4,케이지모빌리티커머셜(주),승용(초대형),SMART 110,EB411-EV-EL,전기(EV),신규인증,PMY-ED-21-32,2023-12-11,,,419,,,
5,한국상용트럭(주),화물(중형),한국상용1톤롱바디EV트럭,KCT1LCT-HD1ELCT,전기(EV),신규인증,PMY-HS-21-30,2023-12-06,209,149,182,157,159,158
6,(주)우진산전,승용(초대형),아폴로 1200,WJEB-12CHLP-01,전기(EV),신규인증,PMY-WJ-21-31,2023-12-06,,,502.3,,,
7,서울시티투어버스(주),승용(대형),타이거클래식트롤리버스,TIB1101,전기(EV),신규인증,PMY-ST-21-29,2023-11-20,,,218,,,
8,(주)킴스트,이륜,DICE PLUS,DP2,전기(EV),신규인증,PMY-KT-21-28,2023-11-08,53.1,,,41,,
9,(주)킴스트,이륜,DICE,KSTD02,전기(EV),신규인증,PMY-KT-21--26,2023-10-13,85.4,,,69.3,,
10,(주)킴스트,이륜,DICE TRUCK,DT2,전기(EV),신규인증,PMY-KT-21-27,2023-10-13,49.1,,,44.6,,
11,케이지모빌리티(주),승용(소형),토레스 EVX 2WD 20인치,U5MLI2H,전기(EV),신규인증,PMY-SY-21-25,2023-09-13,438,366,405,254,321,284
12,송과모빌리티이노베이션(주),화물(중형),에스엠아이 0.9톤 트럭,EVT-01,전기(EV),신규인증,PMY-SM-21-24,2023-08-18,113,116,114,124,134,128
13,(주)에이치엠지,이륜,델리-D5,ETDD5-2.0,전기(EV),신규인증,PMY-HM-21-23,2023-08-11,27.3,,,18.2,,
14,현대자동차(주),승용(소형),아이오닉5 N,NEN-EV-G7A-ST4,전기(EV),신규인증,PMY-HD-21-22,2023-07-24,391,331,364,323,342,331
15,기아(주),경자동차,레이 EV 밴 2인승,TAM-EV2-G7A-14,전기(EV),신규인증,PMY-KM-21-21,2023-07-06,238,176,210,163,172,167
16,기아(주),경자동차,레이 EV,TAM-EV4-G7A-14,전기(EV),신규인증,PMY-KM-21-21,2023-07-06,238,176,210,163,172,167
17,기아(주),경자동차,레이 EV 밴 1인승,TAM-EV1-G7A-14,전기(EV),신규인증,PMY-KM-21-21,2023-07-06,238,176,210,163,172,167
1,(주)한국쓰리축,화물(중형),한국쓰리축1톤롱바디EV트럭,K010E2-PEA37-A3P33-C(일반화물운송용),전기(EV),신규인증,PMY-HR-21-20,2023-06-21,216,158,190,142,154,147
2,케이지모빌리티(주),승용(소형),토레스 EVX 2WD 18인치,U5MLI2H,전기(EV),신규인증,PMY-SY-21-19,2023-06-21,473,385,433,310,361,333
3,(주)이퀄,이륜,LO-FI,EQ01T,전기(EV),신규인증,PMY-EQ-21-18,2023-05-19,57.4,,,42.5,,
4,(주)한국쓰리축,화물(중형),한국쓰리축1톤롱바디EV트럭,K010E2-BEA37-A2K33-C,전기(EV),신규인증,PMY-HR-21-16,2023-05-17,211,154,186,147,154,150
5,기아(주),승용(소형),EV9 GTL 4WD 21인치 6인,V1-EV6-G7A-GTL4W-21,전기(EV),신규인증,PMY-KM-21-15,2023-05-17,492,402,452,293,356,321
6,기아(주),승용(소형),EV9 GTL 4WD 21인치 7인,MV1-EV7-G7A-GTL4W-21,전기(EV),신규인증,PMY-KM-21-15,2023-05-17,492,402,452,293,356,321
7,(주)앨비,이륜,트레바이,H2.4-BL72DC,전기(EV),신규인증,PMY-SE-21-17,2023-05-17,59.5,,,43.6,,
8,기아(주),승용(소형),EV9 4WD 21인치 7인,MV1-EV7-G7A-4W-21,전기(EV),신규인증,PMY-KM-21-13,2023-05-04,510,401,461,331,378,352
9,기아(주),승용(소형),EV9 4WD 19인치 7인,MV1-EV7-G7A-4W-19,전기(EV),신규인증,PMY-KM-21-13,2023-05-04,499,396,453,314,365,337
10,기아(주),승용(소형),EV9 4WD 19인치 6인,MV1-EV6-G7A-4W-19,전기(EV),신규인증,PMY-KM-21-13,2023-05-04,499,396,453,314,365,337
11,기아(주),승용(소형),EV9 4WD 21인치 6인,MV1-EV6-G7A-4W-21,전기(EV),신규인증,PMY-KM-21-13,2023-05-04,510,401,461,331,378,352
12,기아(주),승용(소형),EV9 2WD 20인치 6인,MV1-EV6-G7A-2W-20,전기(EV),신규인증,PMY-KM-21-14,2023-05-04,550,417,490,351,394,370
13,기아(주),승용(소형),EV9 2WD 19인치 6인,MV1-EV6-G7A-2W-19,전기(EV),신규인증,PMY-KM-21-14,2023-05-04,567,435,508,345,395,368
14,기아(주),승용(소형),EV9 2WD 19인치 7인,MV1-EV7-G7A-2W-19,전기(EV),신규인증,PMY-KM-21-14,2023-05-04,567,435,508,345,395,368
15,기아(주),승용(소형),EV9 2WD 20인치 7인,MV1-EV7-G7A-2W-20,전기(EV),신규인증,PMY-KM-21-14,2023-05-04,550,417,490,351,394,370
16,현대자동차(주),승용(소형),코나 일렉트릭(항속형) 19인치,SX2-EV-G7A-EX2-19,전기(EV),신규인증,PMY-HD-21-11,2023-04-27,402,334,371,297,319,307
17,현대자동차(주),승용(소형),코나 일렉트릭(항속형) 17인치,SX2-EV-G7A-EX2-17,전기(EV),신규인증,PMY-HD-21-11,2023-04-27,458,372,419,336,345,340
18,현대자동차(주),승용(소형),코나 일렉트릭(기본형),SX2-EV-G7A-ST2-17,전기(EV),신규인증,PMY-HD-21-12,2023-04-27,346,271,313,272,267,269
19,디앤에이모터스(주),이륜,ED-1B,EM1,전기(EV),신규인증,PMY-DL-21-9,2023-04-25,66.9,,,55,,
20,디앤에이모터스(주),이륜,ED-1B,EM1,전기(EV),신규인증,PMY-DL-21-9,2023-04-25,66.9,,,55,,
21,(주)성지모터스,이륜,ECOTA-CL100,CL-BL72DC,전기(EV),신규인증,PMY-SJ-21-10,2023-04-25,43.2,,,32.1,,
22,(주)우진산전,승용(초대형),아폴로 2000 굴절버스,WJBT-19CTLP,전기(EV),신규인증,PMY-WJ-21-8,2023-04-06,,,268,,,
23,(주)대창모터스,화물(중형),다니고 R,Danigo R,전기(EV),신규인증,PMY-DC-21-6,2023-03-29,231,155,197,197,171,185
24,(주)대창모터스,화물(중형),다니고 R2,Danigo R2,전기(EV),신규인증,PMY-DC-21-7,2023-03-29,207,146,180,176,158,168
25,(주)디피코,화물(소형),포트로 350L-탑,HMT-350LT,전기(EV),신규인증,PMY-DE-21-5,2023-03-28,119,57,91,100,72,87
26,(주)우수티엠엠,경자동차,위로,WT-01,전기(EV),신규인증,PMY-WS-21-4,2023-03-09,,,57.7,,,56.4
27,디앤에이모터스(주),이륜,ED-1A,EM1,전기(EV),신규인증,PMY-DL-21-3,2023-02-28,61.9,,,51.3,,
28,(주)우진산전,승용(초대형),아폴로1100전기버스,WJEB-11CTLP-06,전기(EV),신규인증,PMY-WJ-21-2,2023-02-23,,,412,,,
29,(주)이브이케이엠씨,화물(중형),EC35 2밴,EVKMCEC352,전기(EV),신규인증,PMY-VK-21-1,2023-02-21,164,122,145,130,126,128
1,기아(주),승용(소형),EV9 GT 21인치,MV1-EV6-G7A-GT4W-21,전기(EV),신규인증,RMY-KM-21-44,2024-12-24,445,392,421,343,379,359
2,케이지모빌리티(주),화물(중형),MUSSO EV 2WD 17인치,O5MLI2H17,전기(EV),신규인증,RMY-SY-21-43,2024-12-24,435,359,401,333,386,357
3,현대자동차(주),승용(소형),아이오닉5 N,NEN-EV-G7A-ST4,전기(EV),변경인증,PMY-HD-21-22,2024-12-23,,,,,,
4,기아(주),승용(소형),EV9 4WD 21인치 7인,MV1-EV7-G7A-4W-21,전기(EV),변경인증,PMY-KM-21-13,2024-12-23,,,,,,
5,기아(주),승용(소형),EV9 4WD 19인치 7인,MV1-EV7-G7A-4W-19,전기(EV),변경인증,PMY-KM-21-13,2024-12-23,,,,,,
6,기아(주),승용(소형),EV9 4WD 19인치 6인,MV1-EV6-G7A-4W-19,전기(EV),변경인증,PMY-KM-21-13,2024-12-23,,,,,,
7,기아(주),승용(소형),EV9 4WD 21인치 6인,MV1-EV6-G7A-4W-21,전기(EV),변경인증,PMY-KM-21-13,2024-12-23,,,,,,
8,기아(주),승용(소형),EV9 2WD 20인치 6인,MV1-EV6-G7A-2W-20,전기(EV),변경인증,PMY-KM-21-14,2024-12-23,,,,,,
9,기아(주),승용(소형),EV9 2WD 19인치 7인,MV1-EV7-G7A-2W-19,전기(EV),변경인증,PMY-KM-21-14,2024-12-23,,,,,,
10,기아(주),승용(소형),EV9 2WD 20인치 7인,MV1-EV7-G7A-2W-20,전기(EV),변경인증,PMY-KM-21-14,2024-12-23,,,,,,
11,기아(주),승용(소형),EV9 2WD 19인치 6인,MV1-EV6-G7A-2W-19,전기(EV),변경인증,PMY-KM-21-14,2024-12-23,,,,,,
12,기아(주),승용(소형),EV9 GTL 4WD 21인치 7인,MV1-EV7-G7A-GTL4W-21,전기(EV),변경인증,PMY-KM-21-15,2024-12-23,,,,,,
13,기아(주),승용(소형),EV9 GTL 4WD 21인치 6인,MV1-EV6-G7A-GTL4W-21,전기(EV),변경인증,PMY-KM-21-15,2024-12-23,,,,,,
14,현대자동차(주),승용(소형),아이오닉5 N-line RWD,NEPE-EV-G7A-LR2W-NL,전기(EV),변경인증,RMY-HD-21-10,2024-12-23,,,,,,
15,현대자동차(주),승용(소형),아이오닉5 N-line AWD,NEPE-EV-G7A-LR4W-NL,전기(EV),변경인증,RMY-HD-21-11,2024-12-23,,,,,,
16,현대자동차(주),승용(소형),아이오닉5 기본형 RWD 개조차,NEPE-EV-G7A-ST2W,전기(EV),변경인증,RMY-HD-21-20,2024-12-23,,,,,,
17,현대자동차(주),화물(중형),ST1 기본형 샤시캡 17인치,A01-EV2-G7A-ST2-CHC-17,전기(EV),변경인증,RMY-HD-21-23,2024-12-23,,,,,,
18,현대자동차(주),승용(소형),아이오닉5 항속형 RWD 개조차,NEPE-EV-G7A-LR2W,전기(EV),변경인증,RMY-HD-21-3,2024-12-23,,,,,,
19,현대자동차(주),화물(중형),ST1 기본형 카고 17인치,A01-EV2-G7A-ST2-DVSS-17,전기(EV),변경인증,RMY-HD-21-7,2024-12-23,,,,,,
20,현대자동차(주),화물(중형),ST1 기본형 하이탑 17인치,A01-EV2-G7A-ST2-HDVSS-17,전기(EV),변경인증,RMY-HD-21-7,2024-12-23,,,,,,
21,현대자동차(주),화물(중형),ST1 기본형 카고 냉동 17인치,A01-EV2-G7A-ST2-RTSS-17,전기(EV),변경인증,RMY-HD-21-7,2024-12-23,,,,,,
22,현대자동차(주),승용(소형),아이오닉5 항속형 AWD 개조차 19인치,NEPE-EV-G7A-LR4W-19,전기(EV),변경인증,RMY-HD-21-9,2024-12-23,,,,,,
23,현대자동차(주),승용(소형),아이오닉5 항속형 AWD 개조차 20인치,NEPE-EV-G7A-LR4W-20,전기(EV),변경인증,RMY-HD-21-9,2024-12-23,,,,,,
24,기아(주),승용(소형),EV9 기본형 2WD 19인치 7인,MV1-EV7-G7A-ST2W-19,전기(EV),변경인증,RMY-KM-21-31,2024-12-23,,,,,,
25,기아(주),승용(소형),EV9 기본형 2WD 19인치 6인,MV1-EV6-G7A-ST2W-19,전기(EV),변경인증,RMY-KM-21-31,2024-12-23,,,,,,
26,(주)에이치아이모빌리티,이륜,에이치아이 아이식스,HI-EH001,전기(EV),변경인증,RMY-HI-21-37,2024-12-20,102.9,,,67.7,,
27,기아(주),승용(소형),EV3 항속형 2WD 19인치,SV-EV-G7A-EX2W-19D,전기(EV),변경인증,RMY-KM-21-16,2024-12-17,,,,,,
28,기아(주),승용(소형),EV3 항속형 2WD 19인치,SV-EV-G7A-EX2W-17D,전기(EV),변경인증,RMY-KM-21-16,2024-12-17,,,,,,
29,기아(주),승용(소형),EV3 기본형 2WD,SV-EV-G7A-ST2W,전기(EV),변경인증,RMY-KM-21-17,2024-12-17,,,,,,
30,기아(주),경자동차,레이 EV,TAM-EV2-G7A-14,전기(EV),변경인증,PMY-KM-21-21,2024-12-13,,,,,,
31,기아(주),경자동차,레이 EV,TAM-EV1-G7A-14,전기(EV),변경인증,PMY-KM-21-21,2024-12-13,,,,,,
32,기아(주),경자동차,레이 EV,TAM-EV4-G7A-14,전기(EV),변경인증,PMY-KM-21-21,2024-12-13,,,,,,
33,현대자동차(주),승용(소형),캐스퍼 EV 항속형 17인치,AX-EV-G7A-LR2W-17,전기(EV),변경인증,RMY-HD-21-19,2024-12-13,,,,,,
34,현대자동차(주),승용(소형),캐스퍼 EV 항속형 15인치,AX-EV-G7A-LR2W-15,전기(EV),변경인증,RMY-HD-21-19,2024-12-13,,,,,,
35,현대자동차(주),승용(소형),캐스퍼 EV 기본형 15인치,AX-EV-G7A-STD-15,전기(EV),변경인증,RMY-HD-21-24,2024-12-13,,,,,,
36,현대자동차(주),승용(소형),캐스퍼 EV CROSS 바스켓 루프랙 17인치,AX-EV-G7A-CSBS-17,전기(EV),변경인증,RMY-HD-21-29,2024-12-13,,,,,,
37,현대자동차(주),승용(소형),캐스퍼 EV CROSS 17인치,AX-EV-G7A-CSBR-17,전기(EV),변경인증,RMY-HD-21-29,2024-12-13,,,,,,
38,현대자동차(주),승용(소형),아이오닉9 성능형 AWD 19인치 7인,ME1-EV7-G7A-PF4W-19,전기(EV),신규인증,RMY-HD-21-40,2024-12-06,546,451,503,401,443,420
39,현대자동차(주),승용(소형),아이오닉9 성능형 AWD 19인치 6인,ME1-EV6-G7A-PF4W-19,전기(EV),신규인증,RMY-HD-21-40,2024-12-06,546,451,503,401,443,420
40,현대자동차(주),승용(소형),아이오닉9 성능형 AWD 21인치 6인,ME1-EV6-G7A-PF4W-21,전기(EV),신규인증,RMY-HD-21-40,2024-12-06,546,451,503,401,443,420
41,현대자동차(주),승용(소형),아이오닉9 성능형 AWD 21인치 7인,ME1-EV7-G7A-PF4W-21,전기(EV),신규인증,RMY-HD-21-40,2024-12-06,546,451,503,401,443,420
42,현대자동차(주),승용(소형),아이오닉9 항속형 AWD 21인치 7인,ME1-EV7-G7A-LR4W-21,전기(EV),신규인증,RMY-HD-21-41,2024-12-06,546,452,504,380,431,403
43,현대자동차(주),승용(소형),아이오닉9 항속형 AWD 19인치 6인,ME1-EV6-G7A-LR4W-19,전기(EV),신규인증,RMY-HD-21-41,2024-12-06,546,452,504,380,431,403
44,현대자동차(주),승용(소형),아이오닉9 항속형 AWD 19인치 7인,ME1-EV7-G7A-LR4W-19,전기(EV),신규인증,RMY-HD-21-41,2024-12-06,546,452,504,380,431,403
45,현대자동차(주),승용(소형),아이오닉9 항속형 AWD 21인치 6인,ME1-EV6-G7A-LR4W-21,전기(EV),신규인증,RMY-HD-21-41,2024-12-06,546,452,504,380,431,403
46,현대자동차(주),승용(소형),아이오닉9 항속형 RWD 21인치 7인,ME1-EV7-G7A-LR2W-21,전기(EV),신규인증,RMY-HD-21-42,2024-12-06,567,472,525,376,433,402
47,현대자동차(주),승용(소형),아이오닉9 항속형 RWD 19인치 6인,ME1-EV6-G7A-LR2W-19,전기(EV),신규인증,RMY-HD-21-42,2024-12-06,588,485,542,382,443,409
48,현대자동차(주),승용(소형),아이오닉9 항속형 RWD 19인치 7인,ME1-EV7-G7A-LR2W-19,전기(EV),신규인증,RMY-HD-21-42,2024-12-06,588,485,542,382,443,409
49,현대자동차(주),승용(소형),아이오닉9 항속형 RWD 21인치 6인,ME1-EV6-G7A-LR2W-21,전기(EV),신규인증,RMY-HD-21-42,2024-12-06,567,472,525,376,433,402
50,디앤에이모터스(주),이륜,ED-1X,EM1,전기(EV),신규인증,RMY-DL-21-38,2024-12-03,47.3,,,35.3,,
51,(주)에이치아이모빌리티,이륜,에이치아이 아이식스,이륜자동차,전기(EV),신규인증,RMY-HI-21-37,2024-12-03,102.9,,,67.7,,
52,(주)진우에스엠씨,화물(초대형),진우 3.5톤 재활용품수거차,EV-B,전기(EV),신규인증,RMY-JW-2-39,2024-12-03,,,226,,,
53,현대자동차(주),승용(소형),GV70 Electrified 20인치,JK1FL-EV-G7A-20,전기(EV),변경인증,RMY-HD-21-28,2024-12-02,,,,,,
54,현대자동차(주),승용(소형),GV70 Electrified 19인치,JK1FL-EV-G7A-19,전기(EV),변경인증,RMY-HD-21-28,2024-12-02,,,,,,
55,(주)와코,이륜,E7S,KW3900E7-2W,전기(EV),변경인증,LMY-WM-21-101,2024-11-21,73.7,,,63.1,,
56,현대자동차(주),승용(소형),아이오닉5 N-line RWD,NEPE-EV-G7A-LR2W-NL,전기(EV),변경인증,RMY-HD-21-10,2024-11-21,,,,,,
57,현대자동차(주),승용(소형),아이오닉5 N-line AWD,NEPE-EV-G7A-LR4W-NL,전기(EV),변경인증,RMY-HD-21-11,2024-11-21,,,,,,
58,현대자동차(주),승용(소형),아이오닉5 기본형 RWD 개조차,NEPE-EV-G7A-ST2W,전기(EV),변경인증,RMY-HD-21-20,2024-11-21,,,,,,
59,현대자동차(주),승용(소형),아이오닉5 항속형 RWD 개조차,NEPE-EV-G7A-LR2W,전기(EV),변경인증,RMY-HD-21-3,2024-11-21,,,,,,
60,현대자동차(주),승용(소형),아이오닉5 항속형 AWD 개조차 20인치,NEPE-EV-G7A-LR4W-20,전기(EV),변경인증,RMY-HD-21-9,2024-11-21,,,,,,
61,현대자동차(주),승용(소형),아이오닉5 항속형 AWD 개조차 19인치,NEPE-EV-G7A-LR4W-19,전기(EV),변경인증,RMY-HD-21-9,2024-11-21,,,,,,
62,기아(주),승용(소형),EV6 항속형 2WD 개조차 19인치,CVPE-EV-G7A-EX2-19D,전기(EV),변경인증,RMY-KM-21-12,2024-11-21,,,,,,
63,기아(주),승용(소형),EV6 항속형 2WD 개조차 20인치,CVPE-EV-G7A-EX2-20D,전기(EV),변경인증,RMY-KM-21-12,2024-11-21,,,,,,
64,기아(주),승용(소형),EV6 항속형 4WD 개조차 20인치,CVPE-EV-G7A-EX4-20D,전기(EV),변경인증,RMY-KM-21-13,2024-11-21,,,,,,
65,기아(주),승용(소형),EV6 항속형 4WD 개조차 19인치,CVPE-EV-G7A-EX4-19D,전기(EV),변경인증,RMY-KM-21-13,2024-11-21,,,,,,
66,기아(주),승용(소형),EV6 GT 개조차,CVPE-EV-G7A-GT,전기(EV),변경인증,RMY-KM-21-27,2024-11-21,,,,,,
67,기아(주),승용(소형),EV6 기본형 2WD 개조차 19인치,CVPE-EV-G7A-ST2-19D,전기(EV),변경인증,RMY-KM-21-28,2024-11-21,,,,,,
68,(주)아이버스,승용(초대형),아이버스아폴로1200어린이운송차,IBUS-WJEB-1200,전기(EV),신규인증,RMY-IB-21-36,2024-11-18,,,403,,,
69,케이지모빌리티(주),승용(소형),토레스 EVX 18인치,U5MLI2H18,전기(EV),신규인증,RMY-SY-21-34,2024-11-08,484,413,452,317,370,341
70,케이지모빌리티(주),승용(소형),토레스 EVX 20인치,U5MLI2H20,전기(EV),신규인증,RMY-SY-21-35,2024-11-08,468,398,436,282,344,310
71,기아(주),승용(소형),EV9 4WD 19인치 6인,MV1-EV6-G7A-4W-19,전기(EV),변경인증,PMY-KM-21-13,2024-11-07,,,,,,
72,기아(주),승용(소형),EV9 4WD 19인치 7인,MV1-EV7-G7A-4W-19,전기(EV),변경인증,PMY-KM-21-13,2024-11-07,,,,,,
73,기아(주),승용(소형),EV9 4WD 21인치 7인,MV1-EV7-G7A-4W-21,전기(EV),변경인증,PMY-KM-21-13,2024-11-07,,,,,,
74,기아(주),승용(소형),EV9 4WD 21인치 6인,MV1-EV6-G7A-4W-21,전기(EV),변경인증,PMY-KM-21-13,2024-11-07,,,,,,
75,기아(주),승용(소형),EV9 2WD 19인치 7인,MV1-EV7-G7A-2W-19,전기(EV),변경인증,PMY-KM-21-14,2024-11-07,,,,,,
76,기아(주),승용(소형),EV9 2WD 19인치 6인,MV1-EV6-G7A-2W-19,전기(EV),변경인증,PMY-KM-21-14,2024-11-07,,,,,,
77,기아(주),승용(소형),EV9 2WD 20인치 7인,MV1-EV7-G7A-2W-20,전기(EV),변경인증,PMY-KM-21-14,2024-11-07,,,,,,
78,기아(주),승용(소형),EV9 2WD 20인치 6인,MV1-EV6-G7A-2W-20,전기(EV),변경인증,PMY-KM-21-14,2024-11-07,,,,,,
79,기아(주),승용(소형),EV9 GTL 4WD 21인치 7인,MV1-EV7-G7A-GTL4W-21,전기(EV),변경인증,PMY-KM-21-15,2024-11-07,,,,,,
80,기아(주),승용(소형),EV9 GTL 4WD 21인치 6인,MV1-EV6-G7A-GTL4W-21,전기(EV),변경인증,PMY-KM-21-15,2024-11-07,,,,,,
81,기아(주),승용(소형),EV3 항속형 2WD 19인치,SV-EV-G7A-EX2W-19D,전기(EV),변경인증,RMY-KM-21-16,2024-11-07,,,,,,
82,기아(주),승용(소형),EV3 항속형 2WD 17인치,SV-EV-G7A-EX2W-17D,전기(EV),변경인증,RMY-KM-21-16,2024-11-07,,,,,,
83,기아(주),승용(소형),EV3 기본형 2WD,SV-EV-G7A-ST2W,전기(EV),변경인증,RMY-KM-21-17,2024-11-07,,,,,,
84,기아(주),승용(소형),EV9 기본형 2WD 19인치 7인,MV1-EV7-G7A-ST2W-19,전기(EV),변경인증,RMY-KM-21-31,2024-11-07,,,,,,
85,기아(주),승용(소형),EV9 기본형 2WD 19인치 6인,MV1-EV6-G7A-ST2W-19,전기(EV),변경인증,RMY-KM-21-31,2024-11-07,,,,,,
