번호,업체명,차종,차명,형식,사용연료,인증구분,"배출가스
155,현대자동차(주),승용(소형),GV70 Electrified 20인치,JK1FL-EV-G7A-20,전기(EV),변경인증,RMY-HD-21-28,2025-04-09,,,,,,
156,현대자동차(주),승용(소형),아이오닉9 성능형 AWD 19인치 6인,ME1-EV6-G7A-PF4W-19,전기(EV),변경인증,RMY-HD-21-40,2025-04-09,,,,,,
157,현대자동차(주),승용(소형),아이오닉9 성능형 AWD 19인치 7인,ME1-EV7-G7A-PF4W-19,전기(EV),변경인증,RMY-HD-21-40,2025-04-09,,,,,,
158,현대자동차(주),승용(소형),아이오닉9 성능형 AWD 21인치 7인,ME1-EV7-G7A-PF4W-21,전기(EV),변경인증,RMY-HD-21-40,2025-04-09,,,,,,
159,현대자동차(주),승용(소형),아이오닉9 성능형 AWD 21인치 6인,ME1-EV6-G7A-PF4W-21,전기(EV),변경인증,RMY-HD-21-40,2025-04-09,,,,,,
160,현대자동차(주),승용(소형),아이오닉9 항속형 AWD 19인치 7인,ME1-EV7-G7A-LR4W-19,전기(EV),변경인증,RMY-HD-21-41,2025-04-09,,,,,,
161,현대자동차(주),승용(소형),아이오닉9 항속형 AWD 19인치 6인,ME1-EV6-G7A-LR4W-19,전기(EV),변경인증,RMY-HD-21-41,2025-04-09,,,,,,
162,현대자동차(주),승용(소형),아이오닉9 항속형 AWD 21인치 7인,ME1-EV7-G7A-LR4W-21,전기(EV),변경인증,RMY-HD-21-41,2025-04-09,,,,,,
163,현대자동차(주),승용(소형),아이오닉9 항속형 AWD 21인치 6인,ME1-EV6-G7A-LR4W-21,전기(EV),변경인증,RMY-HD-21-41,2025-04-09,,,,,,
164,현대자동차(주),승용(소형),아이오닉9 항속형 RWD 21인치 7인,ME1-EV7-G7A-LR2W-21,전기(EV),변경인증,RMY-HD-21-42,2025-04-09,,,,,,
165,현대자동차(주),승용(소형),아이오닉9 항속형 RWD 21인치 6인,ME1-EV6-G7A-LR2W-21,전기(EV),변경인증,RMY-HD-21-42,2025-04-09,,,,,,
166,현대자동차(주),승용(소형),아이오닉9 항속형 RWD 19인치 7인,ME1-EV7-G7A-LR2W-19,전기(EV),변경인증,RMY-HD-21-42,2025-04-09,,,,,,
167,현대자동차(주),승용(소형),아이오닉9 항속형 RWD 19인치 6인,ME1-EV6-G7A-LR2W-19,전기(EV),변경인증,RMY-HD-21-42,2025-04-09,,,,,,
168,현대자동차(주),승용(소형),GV60 RWD 19인치,JWFL-EV-G7A-ST2-19,전기(EV),변경인증,SMY-HD-21-2,2025-04-09,,,,,,
169,현대자동차(주),승용(소형),GV60 성능형 4WD 21인치,JWFL-EV-G7A-PF4-21,전기(EV),변경인증,SMY-HD-21-3,2025-04-09,,,,,,
170,현대자동차(주),승용(소형),GV60 4WD 20인치,JWFL-EV-G7A-ST4-20,전기(EV),변경인증,SMY-HD-21-4,2025-04-09,,,,,,
171,현대자동차(주),승용(소형),GV60 4WD 19인치,JWFL-EV-G7A-ST4-19,전기(EV),변경인증,SMY-HD-21-4,2025-04-09,,,,,,
172,현대자동차(주),승용(소형),아이오닉6 기본형 RWD 18인치,CE1-EV-G7A-ST2-18D,전기(EV),변경인증,NMY-HD-21-30,2025-04-08,,,,,,
173,현대자동차(주),승용(소형),아이오닉6 항속형 AWD 20인치,CE1-EV-G7A-EX4-20D,전기(EV),변경인증,NMY-HD-21-36,2025-04-08,,,,,,
174,현대자동차(주),승용(소형),아이오닉6 항속형 AWD 18인치,CE1-EV-G7A-EX4-18D,전기(EV),변경인증,NMY-HD-21-36,2025-04-08,,,,,,
175,현대자동차(주),승용(소형),아이오닉6 항속형 RWD 20인치,CE1-EV-G7A-EX2-20D,전기(EV),변경인증,NMY-HD-21-37,2025-04-08,,,,,,
176,현대자동차(주),승용(소형),아이오닉6 항속형 RWD 18인치,CE1-EV-G7A-EX2-18D,전기(EV),변경인증,NMY-HD-21-37,2025-04-08,,,,,,
177,기아(주),승용(소형),니로 EV 17인치,SG2-EV-G7A-17,전기(EV),변경인증,NMY-KM-21-17,2025-04-08,,,,,,
178,기아(주),승용(소형),EV6 항속형 2WD 개조차 19인치,CVPE-EV-G7A-EX2-19D,전기(EV),변경인증,RMY-KM-21-12,2025-04-08,,,,,,
179,기아(주),승용(소형),EV6 항속형 2WD 개조차 20인치,CVPE-EV-G7A-EX2-20D,전기(EV),변경인증,RMY-KM-21-12,2025-04-08,,,,,,
180,기아(주),승용(소형),EV6 항속형 4WD 개조차 20인치,CVPE-EV-G7A-EX4-20D,전기(EV),변경인증,RMY-KM-21-13,2025-04-08,,,,,,
181,기아(주),승용(소형),EV6 항속형 4WD 개조차 19인치,CVPE-EV-G7A-EX4-19D,전기(EV),변경인증,RMY-KM-21-13,2025-04-08,,,,,,
182,기아(주),승용(소형),EV3 항속형 2WD 19인치,SV-EV-G7A-EX2W-19D,전기(EV),변경인증,RMY-KM-21-16,2025-04-08,,,,,,
183,기아(주),승용(소형),EV3 항속형 2WD 17인치,SV-EV-G7A-EX2W-17D,전기(EV),변경인증,RMY-KM-21-16,2025-04-08,,,,,,
184,기아(주),승용(소형),EV3 기본형 2WD,SV-EV-G7A-ST2W,전기(EV),변경인증,RMY-KM-21-17,2025-04-08,,,,,,
185,기아(주),승용(소형),EV6 GT 개조차,CVPE-EV-G7A-GT,전기(EV),변경인증,RMY-KM-21-27,2025-04-08,,,,,,
186,기아(주),승용(소형),EV6 기본형 2WD 개조차 19인치,CVPE-EV-G7A-ST2-19D,전기(EV),변경인증,RMY-KM-21-28,2025-04-08,,,,,,
187,기아(주),승용(소형),EV4 기본형 2WD 19인치,CT1-EV-G7A-ST2W-19,전기(EV),변경인증,SMY-KM-21-8,2025-04-08,,,,,,
188,기아(주),승용(소형),EV4 기본형 2WD 17인치,CT1-EV-G7A-ST2W-17,전기(EV),변경인증,SMY-KM-21-8,2025-04-08,,,,,,
189,기아(주),승용(소형),EV4 항속형 2WD 19인치,CT1-EV-G7A-EX2W-19,전기(EV),변경인증,SMY-KM-21-9,2025-04-08,,,,,,
190,기아(주),승용(소형),EV4 항속형 2WD 19인치 GT-Line,CT1-EV-G7A-EX2W-19-GTL,전기(EV),변경인증,SMY-KM-21-9,2025-04-08,,,,,,
191,기아(주),승용(소형),EV4 항속형 2WD 17인치,CT1-EV-G7A-EX2W-17,전기(EV),변경인증,SMY-KM-21-9,2025-04-08,,,,,,
192,현대자동차(주),승용(소형),아이오닉5 N,NEN-EV-G7A-ST4,전기(EV),변경인증,PMY-HD-21-22,2025-04-02,,,,,,
193,현대자동차(주),승용(소형),아이오닉5 N-line RWD,NEPE-EV-G7A-LR2W-NL,전기(EV),변경인증,RMY-HD-21-10,2025-04-02,,,,,,
194,현대자동차(주),승용(소형),아이오닉5 N-line AWD,NEPE-EV-G7A-LR4W-NL,전기(EV),변경인증,RMY-HD-21-11,2025-04-02,,,,,,
195,현대자동차(주),승용(소형),아이오닉5 기본형 RWD 개조차,NEPE-EV-G7A-ST2W,전기(EV),변경인증,RMY-HD-21-20,2025-04-02,,,,,,
196,현대자동차(주),승용(소형),아이오닉5 항속형 RWD 개조차,NEPE-EV-G7A-LR2W,전기(EV),변경인증,RMY-HD-21-3,2025-04-02,,,,,,
197,현대자동차(주),화물(중형),ST1 기본형 카고 냉동 17인치,A01-EV2-G7A-ST2-RTSS-17,전기(EV),변경인증,RMY-HD-21-7,2025-04-02,,,,,,
198,현대자동차(주),화물(중형),ST1 기본형 카고 17인치,A01-EV2-G7A-ST2-DVSS-17,전기(EV),변경인증,RMY-HD-21-7,2025-04-02,,,,,,
199,현대자동차(주),화물(중형),ST1 기본형 하이탑 17인치,A01-EV2-G7A-ST2-HDVSS-17,전기(EV),변경인증,RMY-HD-21-7,2025-04-02,,,,,,
200,현대자동차(주),승용(소형),아이오닉5 항속형 AWD 개조차 20인치,NEPE-EV-G7A-LR4W-20,전기(EV),변경인증,RMY-HD-21-9,2025-04-02,,,,,,
201,현대자동차(주),승용(소형),아이오닉5 항속형 AWD 개조차 19인치,NEPE-EV-G7A-LR4W-19,전기(EV),변경인증,RMY-HD-21-9,2025-04-02,,,,,,
202,케이지모빌리티(주),화물(중형),MUSSO EV AWD 17인치,O5MLIAH17,전기(EV),신규인증,SMY-SY-21-12,2025-04-01,365,313,342,292,304,297
203,케이지모빌리티(주),화물(중형),토레스 EVX 밴 20인치,U2MLI2HV20,전기(EV),신규인증,SMY-SY-21-11,2025-03-31,448,387,421,336,378,355
204,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2017-24E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
205,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2313-24E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
206,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2313-22E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
207,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2313-24E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
208,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2313-23E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
209,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2017-23E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
210,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2017-22E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
211,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2017-24E6P-C,전기(EV),변경인증,NMY-HD-21-42,2025-03-18,,,338.3,,,
212,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-24E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
213,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-24E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
214,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-24E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
215,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-24E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
216,현대자동차(주),승용(대형),카운티 일렉트릭,ECS221-25E6P-TB,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
217,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-25E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
218,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-25E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
219,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-25E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
220,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-25E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
221,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-23E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
222,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-23E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
223,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-23E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
224,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-23E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
225,현대자동차(주),승용(대형),카운티 일렉트릭,ECS221-23E6P-TB,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
226,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-22E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
227,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-22E6P-CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
228,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-22E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
229,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-22E6P-3CH15,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
230,현대자동차(주),승용(대형),카운티 일렉트릭,ECS221-24E6P-TB,전기(EV),변경인증,NMY-HD-21-41,2025-03-17,,,,,,
231,(주)대동모빌리티,이륜,지에스100라이트 플러그인,GS700,전기(EV),변경인증,RMY-DM-21-18,2025-03-17,60.6,,,43.2,,
232,기아(주),화물(중형),봉고 전기차,PU-EV-G7A-2WD,전기(EV),신규인증,SMY-KM-21-10,2025-03-11,267,193,233,190,189,189
233,기아(주),승용(소형),EV4 기본형 2WD 19인치,CT1-EV-G7A-ST2W-19,전기(EV),신규인증,SMY-KM-21-8,2025-03-11,385,334,362,272,314,291
234,기아(주),승용(소형),EV4 기본형 2WD 17인치,CT1-EV-G7A-ST2W-17,전기(EV),신규인증,SMY-KM-21-8,2025-03-11,417,358,391,282,334,305
235,기아(주),승용(소형),EV4 항속형 2WD 19인치 GT-Line,CT1-EV-G7A-EX2W-19-GTL,전기(EV),신규인증,SMY-KM-21-9,2025-03-11,545,464,509,397,451,421
236,기아(주),승용(소형),EV4 항속형 2WD 19인치,CT1-EV-G7A-EX2W-19,전기(EV),신규인증,SMY-KM-21-9,2025-03-11,551,469,514,385,440,410
237,기아(주),승용(소형),EV4 항속형 2WD 17인치,CT1-EV-G7A-EX2W-17,전기(EV),신규인증,SMY-KM-21-9,2025-03-11,584,507,549,408,479,440
238,(주)에스엘모터스,이륜,WIND-K2B-1,K2-BL72DC,전기(EV),신규인증,SMY-SL-21-7,2025-03-06,71.2,,,55.8,,
239,현대자동차(주),승용(소형),캐스퍼 EV 항속형 15인치,AX-EV-G7A-LR2W-15,전기(EV),변경인증,RMY-HD-21-19,2025-02-21,,,,,,
240,현대자동차(주),승용(소형),캐스퍼 EV 항속형 17인치,AX-EV-G7A-LR2W-17,전기(EV),변경인증,RMY-HD-21-19,2025-02-21,,,,,,
241,현대자동차(주),승용(소형),캐스퍼 EV 기본형 15인치,AX-EV-G7A-STD-15,전기(EV),변경인증,RMY-HD-21-24,2025-02-21,,,,,,
242,현대자동차(주),승용(소형),캐스퍼 EV CROSS 17인치,AX-EV-G7A-CSBS-17,전기(EV),변경인증,RMY-HD-21-29,2025-02-21,,,,,,
243,현대자동차(주),승용(소형),캐스퍼 EV CROSS 바스켓 루프랙 17인치,AX-EV-G7A-CSBS-17,전기(EV),변경인증,RMY-HD-21-29,2025-02-21,,,,,,
244,(주)맥모터스,이륜,몬스터S,MMS01,전기(EV),신규인증,SMY-MM-21-6,2025-02-18,150.8,,,136.7,,
245,(주)대창모터스,화물(소형),이-토비 플러스,G050L Plus,전기(EV),신규인증,SMY-DC-21-5,2025-02-13,159,112,138,137,123,130
246,현대자동차(주),화물(중형),ST1 기본형 샤시캡 17인치,A01-EV2-G7A-ST2-CHC-17,전기(EV),변경인증,RMY-HD-21-23,2025-02-07,,,,,,
247,현대자동차(주),화물(중형),ST1 기본형 하이탑 17인치,A01-EV2-G7A-ST2-HDVSS-17,전기(EV),변경인증,RMY-HD-21-7,2025-02-07,,,,,,
248,현대자동차(주),화물(중형),ST1 기본형 카고 17인치,A01-EV2-G7A-ST2-DVSS-17,전기(EV),변경인증,RMY-HD-21-7,2025-02-07,,,,,,
249,현대자동차(주),화물(중형),ST1 기본형 카고 냉동 17인치,A01-EV2-G7A-ST2-RTSS-17,전기(EV),변경인증,RMY-HD-21-7,2025-02-07,,,,,,
250,현대자동차(주),승용(소형),GV60 성능형 4WD 21인치,JWFL-EV-G7A-PF4-21,전기(EV),변경인증,SMY-HD-21-3,2025-02-06,,,,,,
251,기아(주),승용(소형),EV3 항속형 2WD 19인치,SV-EV-G7A-EX2W-19D,전기(EV),변경인증,RMY-KM-21-16,2025-02-05,,,,,,
252,기아(주),승용(소형),EV3 항속형 2WD 17인치,SV-EV-G7A-EX2W-17D,전기(EV),변경인증,RMY-KM-21-16,2025-02-05,,,,,,
253,기아(주),승용(소형),EV3 기본형 2WD,SV-EV-G7A-ST2W,전기(EV),변경인증,RMY-KM-21-17,2025-02-05,,,,,,
254,현대자동차(주),승용(소형),GV60 RWD 19인치,JWFL-EV-G7A-ST2-19,전기(EV),변경인증,SMY-HD-21-2,2025-02-05,,,,,,
255,현대자동차(주),승용(소형),GV60 4WD 19인치,JWFL-EV-G7A-ST4-19,전기(EV),변경인증,SMY-HD-21-4,2025-02-05,,,,,,
256,현대자동차(주),승용(소형),GV60 4WD 20인치,JWFL-EV-G7A-ST4-20,전기(EV),변경인증,SMY-HD-21-4,2025-02-05,,,,,,
257,현대자동차(주),승용(소형),GV60 성능형 4WD 21인치,JWFL-EV-G7A-PF4-21,전기(EV),신규인증,SMY-HD-21-3,2025-01-13,414,350,385,339,366,351
258,현대자동차(주),승용(소형),GV60 4WD 19인치,JWFL-EV-G7A-ST4-19,전기(EV),신규인증,SMY-HD-21-4,2025-01-13,476,407,445,363,406,382
259,현대자동차(주),승용(소형),GV60 4WD 20인치,JWFL-EV-G7A-ST4-20,전기(EV),신규인증,SMY-HD-21-4,2025-01-13,453,389,424,351,384,366
260,현대자동차(주),화물(중형),포터 일렉트릭,HR-EV-G7A-2WD,전기(EV),신규인증,SMY-HD-21-1,2025-01-10,251,180,220,192,187,190
261,현대자동차(주),승용(소형),GV60 RWD 19인치,JWFL-EV-G7A-ST2-19,전기(EV),신규인증,SMY-HD-21-2,2025-01-10,531,441,491,383,423,401
262,현대자동차(주),화물(중형),포터 일렉트릭,HR-EV-G7-2WD,전기(EV),변경인증,KMY-HD-21-75,2025-01-06,,,,,,
263,기아(주),화물(중형),봉고 전기차,PU-EV-G7-2WD,전기(EV),변경인증,KMY-KM-21-76,2025-01-06,,,,,,
264,현대자동차(주),화물(중형),포터 일렉트릭 내장탑하이,HR-EV-G7A-2WD-HD,전기(EV),변경인증,LMY-HD-21-34,2025-01-06,,,,,,
265,현대자동차(주),화물(중형),포터 일렉트릭 내장탑저상,HR-EV-G7A-2WD-LD,전기(EV),변경인증,LMY-HD-21-34,2025-01-06,,,,,,
266,현대자동차(주),화물(중형),포터 일렉트릭 냉동탑저상,HR-EV-G7A-2WD-LR,전기(EV),변경인증,LMY-HD-21-34,2025-01-06,,,,,,
267,현대자동차(주),화물(중형),포터 일렉트릭 파워게이트,HR-EV-G7A-2WD-NP,전기(EV),변경인증,LMY-HD-21-34,2025-01-06,,,,,,
268,현대자동차(주),화물(중형),포터 일렉트릭 내장탑차,HR-EV-G7A-2WD-ND,전기(EV),변경인증,LMY-HD-21-34,2025-01-06,,,,,,
269,현대자동차(주),화물(중형),포터 일렉트릭 특장차,HR-EV-G7A-2WD-NW,전기(EV),변경인증,LMY-HD-21-34,2025-01-06,,,,,,
270,기아(주),화물(중형),봉고 전기차 로우 양문형 미닫이탑차,PU-EV-G7A-2WD-LDTSLD,전기(EV),변경인증,LMY-KM-21-35,2025-01-06,,,,,,
271,기아(주),화물(중형),봉고 전기차 턴인형 파워게이트,PU-EV-G7A-2WD-TPGT,전기(EV),변경인증,LMY-KM-21-35,2025-01-06,,,,,,
272,기아(주),화물(중형),봉고 전기차 와이드 파워게이트,PU-EV-G7A-2WD-WAPGT,전기(EV),변경인증,LMY-KM-21-35,2025-01-06,,,,,,
273,기아(주),화물(중형),봉고 전기차 양문형 미닫이탑차,PU-EV-G7A-2WD-DTSLD,전기(EV),변경인증,LMY-KM-21-35,2025-01-06,,,,,,
274,기아(주),화물(중형),봉고 전기차 저상형 냉동탑차,PU-EV-G7A-2WD-LRTSS,전기(EV),변경인증,LMY-KM-21-35,2025-01-06,,,,,,
275,기아(주),화물(중형),봉고 전기차 냉동탑차,PU-EV-G7A-2WD-RTSS,전기(EV),변경인증,LMY-KM-21-35,2025-01-06,,,,,,
276,기아(주),화물(중형),봉고 전기차 파워게이트,PU-EV-G7A-2WD-APGT-2-BC-1,전기(EV),변경인증,LMY-KM-21-35,2025-01-06,,,,,,
277,기아(주),화물(중형),봉고 전기차 플러스 내장차,PU-EV-G7A-2WD-PDVSS-1,전기(EV),변경인증,LMY-KM-21-35,2025-01-06,,,,,,
278,기아(주),화물(중형),봉고 전기차 저상형 내장차,PU-EV-G7A-2WD-LDVSS-1,전기(EV),변경인증,LMY-KM-21-35,2025-01-06,,,,,,
279,기아(주),화물(중형),봉고 전기차 내장차,PU-EV-G7A-2WD-DVSS-1,전기(EV),변경인증,LMY-KM-21-35,2025-01-06,,,,,,
280,기아(주),화물(중형),봉고 전기차 윙바디,PU-EV-G7A-2WD-WBP-1,전기(EV),변경인증,LMY-KM-21-35,2025-01-06,,,,,,
281,케이지모빌리티(주),승용(소형),토레스 EVX 2WD 18인치,U5MLI2H,전기(EV),변경인증,PMY-SY-21-19,2025-01-06,,,,,,
282,케이지모빌리티(주),승용(소형),토레스 EVX 2WD 20인치,U5MLI2H,전기(EV),변경인증,PMY-SY-21-25,2025-01-06,,,,,,
283,기아(주),승용(소형),EV6 항속형 2WD 개조차 20인치,CVPE-EV-G7A-EX2-20D,전기(EV),변경인증,RMY-KM-21-12,2025-01-06,,,,,,
284,기아(주),승용(소형),EV6 항속형 2WD 개조차 19인치,CVPE-EV-G7A-EX2-19D,전기(EV),변경인증,RMY-KM-21-12,2025-01-06,,,,,,
285,기아(주),승용(소형),EV6 항속형 4WD 개조차 19인치,CVPE-EV-G7A-EX4-19D,전기(EV),변경인증,RMY-KM-21-13,2025-01-06,,,,,,
286,기아(주),승용(소형),EV6 항속형 4WD 개조차 20인치,CVPE-EV-G7A-EX4-20D,전기(EV),변경인증,RMY-KM-21-13,2025-01-06,,,,,,
287,기아(주),승용(소형),EV6 GT 개조차,CVPE-EV-G7A-GT,전기(EV),변경인증,RMY-KM-21-27,2025-01-06,,,,,,
288,기아(주),승용(소형),EV6 기본형 2WD 개조차 19인치,CVPE-EV-G7A-ST2-19D,전기(EV),변경인증,RMY-KM-21-28,2025-01-06,,,,,,
289,케이지모빌리티(주),화물(중형),토레스 EVX VAN 18인치,U5MLI2HV,전기(EV),변경인증,RMY-SY-21-4,2025-01-06,,,,,,
290,케이지모빌리티(주),화물(중형),토레스 EVX VAN 20인치,U5MLI2HV,전기(EV),변경인증,RMY-SY-21-5,2025-01-06,,,,,,
291,케이지모빌리티(주),승용(소형),코란도 EV 2WD,E5MLI2H,전기(EV),변경인증,RMY-SY-21-8,2025-01-06,,,,,,
